PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags
wlTtB,1r1r2k1/pb1R1pp1/1pn1p1np/q7/2P1P3/1B3N1P/P3QPP1/3R2K1 b - - 2 20,c6e5 d7d8 b8d8 d1d8,934,79,100,85,advantage kingsideAttack middlegame short,https://lichess.org/efGWmYCA/black#40,
xBdEB,r2r4/pp2qk1p/2pNn1p1/4Qp2/4p3/4P3/PPP2PPP/3R1RK1 b - - 5 22,f7f8 e5h8,935,79,97,1189,mate mateIn1 middlegame oneMove,https://lichess.org/BwnU9vxf/black#44,
JvmjQ,r4r2/1p2R3/n1pN2kp/6p1/2PQ4/2R2p1q/PP3P1N/6K1 w - - 0 34,d6e4 h3g2,935,93,94,300,mate mateIn1 middlegame oneMove,https://lichess.org/z5GNvEGS#67,
dGLMd,r5k1/1p3ppp/2p3q1/p4b2/1bPQ1P2/1P4P1/P5BP/3RR2K b - - 0 23,b4e1 d4d8 a8d8 d1d8,935,104,90,353,backRankMate mate mateIn2 middlegame sacrifice short,https://lichess.org/n0oGZrbe/black#46,
5yafy,8/2bq2pk/7p/p4n2/2Q5/P2PP1P1/7P/5RK1 b - - 0 32,f5e3 c4e4 h7g8 e4e3,936,87,91,385,crushing endgame fork short,https://lichess.org/A0mB1lTR/black#64,
idovg,8/4k3/4p1p1/R4pP1/Pp5P/5K2/1n6/8 w - - 0 50,f3e3 b2c4 e3d4 c4a5,936,94,94,380,crushing endgame fork short,https://lichess.org/Y3ymwqhA#99,
jwvTm,7k/1r4pp/1P3p2/4p3/N1Q5/1KN5/3q4/8 b - - 4 39,h7h5 c4c8 h8h7 c8b7,937,104,92,653,crushing endgame fork short,https://lichess.org/6b3Rctij/black#78,
kks55,6k1/5pp1/2p4p/2Q5/2nP4/4P1P1/5PKP/2r5 w - - 4 37,c5c6 c4e3 g2f3 c1c6,938,77,97,2874,crushing discoveredAttack endgame short,https://lichess.org/NpzNXtq3#73,
DrikA,8/pppk2p1/5pN1/8/P3P1nP/2P4r/8/2R2K2 b - - 0 31,d7e6 g6f4 e6f7 f4h3,938,77,93,555,advantage endgame fork short,https://lichess.org/tZ7Z1qOT/black#62,
AMQKk,5rk1/1rp2Rpp/3p4/Q1pP4/8/4P3/P1q3PP/5RK1 b - - 0 23,f8f7 a5a8 b7b8 a8b8 f7f8 f1f8,939,80,88,281,endgame fork long mate mateIn3,https://lichess.org/eWVzD4aM/black#46,
H4tnP,3r4/p7/7p/1pp1k1p1/3BP3/7P/PP2K1P1/2R5 b - - 0 39,e5d4 c1d1 d4e4 d1d8,940,80,84,109,crushing endgame rookEndgame short skewer,https://lichess.org/YJlLKnx5/black#78,
6QM6q,8/4b2R/p3k1p1/Pp2p1P1/1P1r4/4BK2/6P1/8 b - - 3 39,d4b4 h7e7 e6e7 e3c5 e7e6 c5b4,943,86,95,684,attraction crushing endgame fork long master sacrifice,https://lichess.org/9Z355YOw/black#78,
XuEUz,r3r1k1/p1p3pp/Qp3p2/8/P2P3q/2PR4/2P2KPP/R7 w - - 5 24,f2g1 e8e1 a1e1 h4e1,944,79,88,182,endgame kingsideAttack mate mateIn2 short,https://lichess.org/aspLbEkn#47,
sAx5R,1r5r/1Qp1qp1p/4knp1/3Bp3/1P2P3/P6P/3P1PP1/n1B2RK1 b - - 0 18,e6d6 b7c6,945,82,84,345,mate mateIn1 middlegame oneMove,https://lichess.org/0rMeOEkX/black#36,Russian_Game Russian_Game_Three_Knights_Game
zIA6B,r2q1rk1/pbp1npp1/1bnp3B/1B1N4/4P3/2Q2N2/PP3PPP/3R1RK1 b - - 0 14,e7d5 c3g7,946,77,90,148,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/dnybxIQM/black#28,Scotch_Game Scotch_Game_Scotch_Gambit
XA64R,8/1r3k2/2R5/1pR1pPp1/p3K3/P1P5/1P1r4/8 w - - 0 48,c5e5 d2e2 e4f3 e2e5,947,84,100,66,advantage deflection endgame rookEndgame short skewer,https://lichess.org/fOXCcaAe#95,
PmwSI,1rb2rk1/p1p2pp1/2pp3p/2b1q3/4P1nB/1N1B4/PPP2PPP/R1Q2R1K w - - 10 14,b3c5 e5h2,948,88,100,38,kingsideAttack mate mateIn1 oneMove opening,https://lichess.org/FoPt6VKZ#27,Scotch_Game Scotch_Game_Classical_Variation
e9mGq,7k/8/8/1P1n2K1/P1R5/6P1/r7/8 w - - 5 48,g5f5 d5e3 f5e6 e3c4,948,76,86,196,crushing endgame fork short,https://lichess.org/eNDyP40Z#95,
k6oxF,3r1rk1/p2q1ppp/1p6/1p2Q1B1/1P2N1b1/R7/1PP2PPP/5RK1 w - - 1 18,f1a1 d7d1 a1d1 d8d1,948,86,91,374,backRankMate mate mateIn2 middlegame sacrifice short,https://lichess.org/qjkyKSHG#35,Ruy_Lopez Ruy_Lopez_Alapin_Defense
pe1KV,4r3/7p/3k4/R2p2R1/2r3P1/8/6P1/6K1 b - - 0 32,e8e5 a5a6 d6c5 g5e5,949,92,93,512,crushing deflection endgame rookEndgame short,https://lichess.org/9eb7QaNJ/black#64,
5arO4,r3kr2/ppp1RpQ1/8/7p/3R4/8/PPq2PP1/6K1 b q - 0 22,e8e7 g7e5,950,79,96,5299,endgame mate mateIn1 oneMove,https://lichess.org/wUDaas22/black#44,
eTGRS,8/8/8/4r3/3r4/1Q2k1P1/6K1/8 b - - 7 59,e3e4 b3f3,951,87,93,287,endgame master masterVsMaster mate mateIn1 oneMove queenRookEndgame,https://lichess.org/yyRhuzvV/black#118,
QXAXS,3r1rk1/5ppp/p1pq1b2/8/8/4RN1P/PPP2PP1/R3Q1K1 w - - 1 18,a1d1 d6d1 e1d1 d8d1,951,87,93,84,middlegame,https://lichess.org/xVRV56Ya#35,Ruy_Lopez Ruy_Lopez_Steinitz_Defense
oI0wX,r3r1k1/ppp1bppp/2n4q/4P3/3PNnb1/2P2N2/PPB3PP/R1B1QRK1 w - - 3 16,e1g3 f4e2 g1f2 e2g3,952,76,100,213,advantage fork middlegame short,https://lichess.org/m8jxL6Pn#31,Bird_Opening Bird_Opening_Other_variations
YqoLw,r4rk1/q5pp/p2Rp3/1p2p3/4P1n1/2N5/PP2QPPP/R5K1 w - - 1 20,e2g4 a7f2 g1h1 f2f1 a1f1 f8f1,952,107,75,27,backRankMate long mate mateIn3 middlegame sacrifice,https://lichess.org/eFxk9D4j#39,
5SS4K,1r1r2k1/p4ppp/3q4/5Q1B/P1R4P/2B5/3n1PP1/6K1 b - - 0 26,d2c4 f5f7 g8h8 f7g7,953,86,100,48,fork mate mateIn2 middlegame short,https://lichess.org/ggUBSJ7Z/black#52,
zMoj2,2r3k1/1p1bnppp/pQ2p3/3pP3/1P3P2/P5P1/7P/5rNK b - - 0 22,c8c1 b6d8 d7e8 d8e8,954,114,100,30,endgame fork mate mateIn2 short,https://lichess.org/TvonemJu/black#44,
ODWi2,2r3k1/2p1p1bp/1p4p1/p3Pp2/P1R2P2/1P1rP3/1B4PP/2R3K1 w - - 3 23,c1c3 d3d1 g1f2 d1d2,955,80,87,57,advantage endgame kingsideAttack master short,https://lichess.org/MZ7xHnI0#45,
3A8RD,r1bk1Q1r/1pp1n1pp/p1nq4/1B2N3/3pP3/P7/1PPP2PP/RNB2RK1 b - - 0 13,h8f8 f1f8,955,99,93,717,mate mateIn1 oneMove opening,https://lichess.org/XAWlFEYK/black#26,Anderssens_Opening Anderssens_Opening_Other_variations
mXQJ4,2r1r1k1/5pp1/pb2P2p/1p1q4/1n3PQ1/6PP/1BbN3K/R2R4 b - - 0 35,c2d1 g4g7,957,80,97,541,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/MGBogb9y/black#70,
AtLWV,r3kb1r/1b3ppp/2np1n2/qB1Np3/4P3/8/PPPB1PPP/R2QK2R b KQkq - 4 12,a5b5 d5c7 e8d7 c7b5,957,76,78,188,crushing fork opening short,https://lichess.org/oSxfD5z3/black#24,Sicilian_Defense Sicilian_Defense_Lasker-Pelikan_Variation
7VtNq,8/1p4pk/p1p4p/3pp3/1P4P1/2P1r1KP/8/R4R2 w - - 1 35,g3h4 g7g5 h4h5 e3h3,957,77,97,1959,deflection endgame mate mateIn2 rookEndgame short,https://lichess.org/FqJwdgVT#69,
M1PCP,3rk1r1/1p6/p1nQbq2/3Npp1p/8/P4N1P/1P3PP1/R3K2R b KQ - 2 20,d8d6 d5f6 e8e7 f6g8,958,128,79,39,advantage fork hangingPiece middlegame short,https://lichess.org/PVxfZeS2/black#40,
RKrZ3,3R4/2k4p/6b1/5p2/4p3/2P2p2/PP3P1P/2K5 w - - 1 32,d8f8 e4e3 f2e3 f3f2,958,98,94,475,advancedPawn crushing endgame master short,https://lichess.org/alUFmTiw#63,
IHhvz,8/p4pk1/1p4rp/4P3/5Q2/5R1P/q5PK/8 w - - 0 37,f4f7 a2f7 f3f7 g7f7,958,91,100,27,crushing endgame short,https://lichess.org/XGbPqkEi#73,
NfrNv,r1br2Qk/pppp2pp/1nn4N/8/8/2P4P/PPP2PP1/R3K2R b KQ - 4 13,d8g8 h6f7,958,85,93,170,mate mateIn1 middlegame oneMove smotheredMate,https://lichess.org/NDhfIZNz/black#26,Clemenz_Opening Clemenz_Opening_Other_variations
QN0S5,r3r1k1/p4ppp/3b4/2p2N2/3p1PQ1/8/PPqB2PP/R5K1 b - - 3 21,c2d2 g4g7,959,88,89,518,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/CpJ9O1Vf/black#42,
Ta8ZX,3r3k/R6p/1p3p1p/4p3/8/2n5/P4PPP/R5K1 w - - 0 29,a1c1 c3e2 g1f1 e2c1,960,99,94,1217,crushing endgame fork short,https://lichess.org/qb29abMS#57,
Iwc2g,r2q3k/pp3pbp/2p1n1pB/2Pp4/PP1P2N1/5P2/3Q2PP/4R1K1 w - - 1 31,d2e3 g7d4 e3d4 e6d4,961,89,93,618,advantage middlegame pin short,https://lichess.org/hrfpPemn#61,
OOKOH,r2q1r2/pbp2pkp/1p1p2p1/3Pp3/4P3/5PP1/PPPQN3/2KR3R b - - 0 16,d8f6 d2h6 g7h8 h6h7,962,86,89,647,mate mateIn2 middlegame short,https://lichess.org/qYWYkp4O/black#32,Paleface_Attack Paleface_Attack_Other_variations
M1vPI,8/3n4/Rr2k3/1P2p2p/2p1P1pP/2Pp2P1/1P1K4/2N5 b - - 0 36,b6a6 b5a6 e6d6 a6a7,963,79,90,189,advancedPawn crushing endgame short,https://lichess.org/KFarPMKR/black#72,
Uoozw,2r2rk1/p1q2ppp/2p2b2/3B4/8/4B3/PP3PPP/2RQ2K1 b - - 0 19,c7d6 d5f7 g8f7 d1d6,965,78,90,100,crushing discoveredAttack kingsideAttack middlegame short,https://lichess.org/TjKYAlqe/black#38,
0M1gM,rnb4r/pp1P2pp/1qk2n2/1p6/3Q1B2/2N5/PPP2PPP/R3K2R b KQ - 0 14,b8d7 d4d6,965,86,94,1422,mate mateIn1 middlegame oneMove,https://lichess.org/NTnARFyf/black#28,Philidor_Defense Philidor_Defense_Other_variations
lkWah,rn1r3k/pp1q1ppp/8/2p5/3n1B2/2N2Q2/PPP2PPP/3R1RK1 w - - 6 16,f3g3 d4e2 c3e2 d7d1,965,150,65,22,crushing deflection discoveredAttack middlegame short,https://lichess.org/PJQGutPZ#31,Philidor_Defense Philidor_Defense_Exchange_Variation
DIMzN,3r2k1/5ppp/4p3/4P3/6bP/8/2p2P2/R4NK1 b - - 1 32,d8d1 a1a8 d1d8 a8d8,967,118,76,24,backRankMate endgame mate mateIn2 short,https://lichess.org/S4WWEngl/black#64,
tT2nB,5rk1/1B1n2p1/p5pp/2b5/6P1/4q1BP/PPQ5/2R4K w - - 3 27,c1g1 e3g1,968,91,95,333,mate mateIn1 middlegame oneMove,https://lichess.org/1vvw4bdX#53,
vLAjz,1q1r1r2/2R3pk/1p3pbQ/1P1pnP2/4P3/8/3B2PP/2R4K b - - 0 35,h7g8 c7g7,968,98,79,57,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/FYmk8eP6/black#70,
jZN2z,1r1r2k1/p2q1pp1/2p1pb1p/7P/3P4/2Q1NP2/PPP3P1/1K1R3R w - - 3 28,e3g4 f6d4 d1d4 d7d4 c3d4 d8d4,968,78,91,2386,advantage long master middlegame,https://lichess.org/NMn3WgPz#55,
6DNSm,r4rk1/pppqnp2/3p3p/5P2/1bn2PQB/8/PP4PP/R4RK1 b - - 1 17,g8h8 h4f6 h8h7 g4g7,970,77,62,67,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/IeltNlyP/black#34,Scotch_Game Scotch_Game_Goring_Gambit
gKM2M,3r4/6p1/1R1B1bkp/p7/5P2/2p1P1PP/P1P5/6K1 w - - 0 28,e3e4 f6d4 g1g2 d4b6,971,80,100,77,advantage endgame fork master short,https://lichess.org/piEHJMbn#55,
vcofv,2k5/1p1b4/2p3r1/3P4/3B3p/2N2p2/PPP2P1P/4RK2 w - - 0 30,d5c6 d7h3,971,96,94,355,endgame mate mateIn1 oneMove,https://lichess.org/o5xBZCnu#59,
bMCzE,8/8/4R3/p4B2/5kP1/6bP/r7/6K1 w - - 8 49,e6e4 f4f3 e4e3 f3e3,972,78,100,102,crushing endgame short,https://lichess.org/lGdNpTHn#97,
a85N4,7k/r5p1/P1p1Q2p/1p6/1P1P1q2/2P4P/4R1P1/7K w - - 1 57,e6c6 f4f1 h1h2 f1e2 c6c8 h8h7,972,79,100,73,advantage endgame fork long,https://lichess.org/qC5WPsZJ#113,
otvvZ,r4rk1/1p4p1/1q2p3/p2p3Q/7P/P1Pn1Nb1/1P4P1/R1B2R1K w - - 5 24,f3g5 f8f1,972,78,97,1157,hangingPiece kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/DDQUq2xp#47,
ZiAhL,r5k1/p1p3p1/1p1p1q2/3P4/6QP/6P1/PP6/R1B2rKR w - - 1 29,g1g2 f6f2 g2h3 f1h1,972,78,76,63,deflection mate mateIn2 middlegame short,https://lichess.org/WOPZlKm3#57,
YuwT1,6k1/pR3pp1/2p2n1p/3P4/8/3Q2P1/2P2KPP/2qNr3 b - - 4 27,e1d1 b7b8 f6e8 b8e8,974,77,87,233,endgame mate mateIn2 short,https://lichess.org/6IDpn8BM/black#54,
HVs9i,2kr4/4bpQ1/p3p3/1p6/3P4/2P1PqP1/PP1R1P2/1K6 b - - 2 21,f7f5 g7e7 f3h1 b1c2,975,77,86,176,advantage endgame hangingPiece short,https://lichess.org/RnYDl8E5/black#42,
ZZz3g,r2r2k1/5ppp/8/1p2P3/1q1pQP2/1P5P/1KP3P1/3R3R w - - 0 27,d1a1 b4c3 b2b1 a8a1,975,80,96,1411,endgame mate mateIn2 short,https://lichess.org/3zqKRh5o#53,
LId42,r1q1n1k1/b1p3pp/2Q5/4B3/2P1N3/5r1P/PP4P1/R6K w - - 0 22,g2f3 c8h3 e5h2 h3f3,976,81,95,333,mate mateIn2 middlegame short,https://lichess.org/gxAW8ooS#43,
BAopx,8/5pk1/q1p1p1p1/P1P1P3/3P3P/Q3PBPb/5K2/8 w - - 3 47,a3a4 a6f1,976,110,53,32,endgame mate mateIn1 oneMove,https://lichess.org/GgYsA1ga#93,
LDttg,4r2k/pp2r1p1/1qp3Qp/8/1P1p4/P3PR1P/6P1/5RK1 b - - 3 29,d4e3 f3f8 e8f8 f1f8,976,94,92,521,endgame mate mateIn2 short,https://lichess.org/MKSbFgWP/black#58,
AafLz,1r4k1/4rppp/1pn2q2/p1B5/P1P1p1Q1/2P1P2P/5PP1/1R3RK1 b - - 0 23,b6c5 b1b8 c6b8 g4c8 e7e8 c8e8,976,84,70,153,fork long mate mateIn3 middlegame,https://lichess.org/OWYQFM7Q/black#46,
oFrLa,rnb2r1k/ppp5/4p2p/6N1/1b1B4/3B2P1/P1P2P1P/R4K1R b - - 1 17,h8g8 d3h7,977,76,100,314,mate mateIn1 middlegame oneMove,https://lichess.org/JSINYGJf/black#34,Zukertort_Opening Zukertort_Opening_Dutch_Variation
1d6nL,4r1k1/1p1b1pqp/p3R1p1/2Pp2B1/1P6/2bB4/P2Q1PPP/4R1K1 b - - 0 25,c3d2 e6e8 d7e8 e1e8 g7f8 e8f8,977,80,96,230,crushing kingsideAttack long middlegame,https://lichess.org/idFjAhIm/black#50,
bjc4a,4r1k1/6pp/1Qp5/2p1r3/P1P5/1P4Pq/3R1P1P/3R2K1 w - - 3 29,f2f4 e5e1 d1e1 e8e1 g1f2 h3f1,977,86,97,2237,endgame long mate mateIn3,https://lichess.org/XVxoMPzJ#57,
9kp0W,1r2r1k1/pp2ppbp/3p2p1/2p3B1/4P1qP/3P4/P1PQ2BK/1R2R3 w - - 0 24,g2h3 g7e5 h2h1 g4h3,980,84,96,754,advantage deflection middlegame short,https://lichess.org/fa5g134O#47,
OPlFo,4r1k1/p4pp1/1p6/6Bp/3P2n1/5Q2/P5PP/6K1 w - - 2 27,g1f1 g4h2 f1f2 h2f3,981,84,91,88,crushing endgame fork short,https://lichess.org/LJ8ZCZaQ#53,
Fop2k,7r/2k1pp2/2Rp4/1P1P2p1/N7/3KPP2/6rp/8 b - - 2 42,c7d7 a4b6 d7e8 c6c8,983,92,93,658,endgame mate mateIn2 short,https://lichess.org/vXD74XXM/black#84,
NSMe7,rnb1r1k1/pp2Ppb1/3B2pp/8/4N3/8/qPPQ1PPP/2KR1BNR w - - 0 12,e4c3 a2a1 c3b1 a1b2,985,75,100,376,mate mateIn2 opening queensideAttack short,https://lichess.org/v4dcu6GX#23,Indian_Defense Indian_Defense_Other_variations
IEMwC,8/6R1/7p/3p2pk/P7/6PK/1B1r4/8 b - - 2 44,d2b2 g3g4,985,80,100,195,endgame mate mateIn1 oneMove rookEndgame,https://lichess.org/ESwU17gW/black#88,
V99za,5r2/1b1r2pk/5q2/1p2R2P/p1pp3N/P2P4/1PP1QP1K/6R1 w - - 1 44,e5f5 f6h4,985,77,89,141,hangingPiece mate mateIn1 middlegame oneMove,https://lichess.org/6SohKkI3#87,
rjfgp,r2qkb1r/1b1n2pp/1p1Pp3/1p6/5B2/3B1P2/PPQ3PP/R3K2R b KQkq - 1 16,a8c8 d3g6 h7g6 c2g6,987,88,93,88,mate mateIn2 middlegame sacrifice short,https://lichess.org/FsSfCle7/black#32,Indian_Defense Indian_Defense_Other_variations
W2DZy,8/p7/8/1P6/1NPpk1b1/3Nb3/2K5/8 b - - 6 42,e4f3 d3e5 f3e4 e5g4,987,81,100,175,crushing deflection endgame short,https://lichess.org/LLwT5Isx/black#84,
C5cKp,r1b2rk1/1p3ppp/p4q2/3N4/1PnP4/P2Q4/5PPP/R4RK1 b - - 0 19,f6c6 d5e7 g8h8 e7c6,988,83,67,70,crushing fork middlegame short,https://lichess.org/Uu7u87ph/black#38,Indian_Defense Indian_Defense_Budapest_Defense
a4Q8p,4rr1k/1pp2ppq/1p4bp/4Pn2/4Q3/3B1N2/PP3P1N/R3RK2 w - - 7 25,e4e2 f5g3 f2g3 g6d3 f1g2 d3e2,989,81,70,90,advantage discoveredAttack long middlegame pin,https://lichess.org/M8GoUq27#49,
6PhaI,r5k1/pbp2ppp/1p1b4/3P2N1/2P1Qp2/3R4/PPK3PP/6q1 b - - 6 23,a8f8 e4h7,990,91,90,304,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/KZjBX3KQ/black#46,
bAMRb,r4rk1/1ppq1ppb/2np3p/1B3P2/p2N2P1/2P4P/PPP2Q2/2KR3R w - - 1 19,f2f3 c6d4 d1d4 d7b5,990,81,70,206,advantage capturingDefender discoveredAttack middlegame short,https://lichess.org/GYov4Gj9#37,Russian_Game Russian_Game_Nimzowitsch_Attack
RsGIn,8/p7/6k1/2p5/5p1P/8/P4PPK/8 w - - 0 39,h2h3 c5c4 h3g4 c4c3,991,90,95,501,crushing endgame pawnEndgame quietMove short,https://lichess.org/ArhUnrp1#77,
Kxy6M,8/1pQ2ppk/p5p1/7r/1P2q3/P6P/6P1/6RK w - - 9 39,c7f7 h5h3,991,81,70,69,endgame mate mateIn1 oneMove pin,https://lichess.org/bOb9eg5D#77,
pkr1Z,1r2r1k1/2p2pp1/3p3p/p7/2P4q/1P2BB2/P4KPP/R2Q4 w - - 3 22,g2g3 h4h2 f3g2 e8e3,993,83,91,368,crushing middlegame short,https://lichess.org/hynftCyx#43,
E1bVB,r2q2k1/ppp2p1Q/2nbr1B1/4p3/8/3P4/PPP2PPP/R3K2R b KQ - 6 17,g8f8 h7f7,993,80,100,75,mate mateIn1 middlegame oneMove,https://lichess.org/yrwcDBwD/black#34,Zukertort_Opening Zukertort_Opening_Tennison_Gambit
97guC,q3k2r/1p2ppb1/p5pp/4p3/3n4/2P5/PP1Q1PPP/3RR1K1 b k - 0 18,d4f5 d2d7 e8f8 d7d8 a8d8 d1d8,994,77,93,89,backRankMate long mate mateIn3 middlegame,https://lichess.org/qs1I2mwX/black#36,Sicilian_Defense Sicilian_Defense_Dragon_Variation
TKf43,r4rk1/p4pb1/1p4Np/3q4/1R3p2/3B2PP/2P1NP2/5RK1 b - - 0 23,f4g3 g6e7 g8h8 e7d5,995,77,76,121,advantage fork middlegame short,https://lichess.org/cOWsX3F3/black#46,
kkb1P,3rk2r/1p1n1ppp/8/p2qp1Q1/2Rp4/BP3P2/P5PP/5K1R b k - 3 22,g7g6 g5e7,995,80,100,95,mate mateIn1 middlegame oneMove,https://lichess.org/zDQIaefY/black#44,
7pY9Q,6k1/3q1pp1/p2p4/2bP2Q1/2p1P3/2P2N1P/Pr3PP1/4R1K1 w - - 3 34,e4e5 c5f2 g1h1 f2e1,996,92,96,273,advantage endgame fork short,https://lichess.org/WkDRL5Qr#67,
1GBHI,4rrk1/1b4pp/p1q2p2/2P1p3/2Pp4/3P1P2/P2B2PP/R3QRK1 b - - 0 25,c6c5 d2b4 c5c7 b4f8,996,92,82,357,advantage middlegame short skewer,https://lichess.org/oHqOSebn/black#50,
sEPWv,5rk1/p5pp/2p5/2q5/4p3/8/PPP1QPPP/RN1r2K1 w - - 4 19,e2d1 c5f2 g1h1 f2f1 d1f1 f8f1,996,79,81,195,backRankMate endgame long mate mateIn3,https://lichess.org/bwpfwIZs#37,
tB8cI,r4rk1/1R1p2pp/p3p3/8/3PQ3/8/q4PPP/4R1K1 w - - 0 24,b7d7 a2f2 g1h1 f2f1 e1f1 f8f1,996,83,90,683,backRankMate endgame long mate mateIn3 sacrifice,https://lichess.org/WWDwJLZR#47,
QtL7m,1R6/5k2/7p/8/2K4P/1p4r1/8/8 b - - 3 51,f7g6 b8g8 g6h5 g8g3,999,95,100,47,crushing endgame master rookEndgame short skewer,https://lichess.org/ocUSkHxj/black#102,
QORRk,8/3r2p1/1p1k3p/2pP4/3K1P2/P5P1/7P/3R4 w - c6 0 41,d5c6 d6c6 d4e5 d7d1,1000,77,88,193,crushing discoveredAttack endgame master rookEndgame short skewer,https://lichess.org/c8fCcxbn#81,
vQkok,8/4r2k/6Rp/1B5P/P4KP1/8/r7/8 w - - 5 56,g6f6 a2f2 f4g3 f2f6,1000,76,100,196,crushing endgame master short skewer,https://lichess.org/A1CowGmg#111,
LB4MX,3r2k1/p4ppp/2p1r3/8/3q4/1PQ5/P1R2PPP/1R4K1 w - - 0 25,b1c1 d4d1 c1d1 d8d1 c3e1 d1e1,1000,80,75,64,backRankMate endgame long mate mateIn3 sacrifice,https://lichess.org/H4mPc8GE#49,
TVqYx,r5k1/pp3pp1/1qp4p/8/1n1r2P1/8/PP2QPP1/1BR1R1K1 b - - 1 21,a8d8 e2e8 d8e8 e1e8,1001,96,88,30,kingsideAttack mate mateIn2 middlegame sacrifice short,https://lichess.org/riKkbPnt/black#42,
6AU52,rn3r2/4ppkp/b5p1/pqnN4/3Q4/4PN2/P4PPP/R4RK1 b - - 1 17,g7g8 d5e7,1001,82,86,112,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/3YGx74hq/black#34,East_Indian_Defense East_Indian_Defense_Other_variations
tBnOw,8/5R1p/6pk/4P3/1r4PP/1p3K2/8/8 b - - 0 36,b3b2 g4g5 h6h5 f7h7,1002,75,80,129,deflection endgame mate mateIn2 rookEndgame short,https://lichess.org/XgIoEZtP/black#72,
7gncP,8/3r1q1k/p5p1/1p2Q2p/1P1B3P/P5P1/5P1K/8 b - - 9 46,d7e7 e5h8,1003,78,100,120,endgame master mate mateIn1 oneMove,https://lichess.org/lMELUkRQ/black#92,
vWmJ7,5r1k/p1p3pp/2B1b3/1PN2r2/7q/P1Q5/5PPP/2R1R1K1 w - - 7 27,c5e6 h4f2 g1h1 f2f1 e1f1 f5f1 c1f1 f8f1,1004,78,87,216,backRankMate mate mateIn4 middlegame sacrifice veryLong,https://lichess.org/orJyeupd#53,
3wD9r,8/8/8/6k1/6P1/pP5P/b3N1K1/8 w - - 0 46,b3b4 a2d5 g2g3 a3a2,1005,81,80,40,advancedPawn crushing endgame short,https://lichess.org/Yv7dSXzS#91,
GsP5r,3B4/6p1/k7/3B2P1/pK6/2r5/8/8 b - - 2 46,c3d3 d5c4 a6b7 c4d3,1006,77,55,94,crushing endgame fork master short,https://lichess.org/N1tnJL1p/black#92,
Mdgvx,7k/b2p2rp/p1b2p2/4pP2/2r1P2B/4R3/6PK/1R6 b - - 5 42,a7e3 b1b8 g7g8 h4f6,1006,76,99,1651,endgame mate mateIn2 short,https://lichess.org/RgUwiied/black#84,
ixXs5,rn2kb1r/pp2pppp/2q2n2/1N1p4/3P1Qb1/4P3/PP3PPP/R1B1KBNR b KQkq - 5 8,a7a6 b5c7 e8d7 c7a8,1009,82,86,92,crushing fork opening short,https://lichess.org/xhmG9AJe/black#16,Slav_Defense Slav_Defense_Other_variations
Jy0ly,r4rk1/1p3ppp/p1n1p3/3pP3/3q1P2/3B4/P1PQ2PP/R4R1K b - - 0 19,c6b4 d3h7 g8h7 d2d4,1009,80,94,117,advantage discoveredAttack kingsideAttack middlegame short,https://lichess.org/YOYC9RSm/black#38,
vARtQ,2b1rr2/5kp1/pq2pb2/1p1p2p1/3P1NQ1/P3P1PB/1P5P/2R1R1K1 w - - 0 24,f4d5 e6d5 c1c8 e8c8,1010,205,0,3,advantage hangingPiece middlegame short,https://lichess.org/HJCsO3ea#47,
94t8o,8/8/p4pp1/4p3/PPK5/5Pkr/1R6/8 b - - 2 49,g3f3 b2b3 f3f2 b3h3,1011,80,67,109,crushing endgame rookEndgame short skewer,https://lichess.org/Q90yJsad/black#98,
xFMpV,r1b2rk1/p2pqppp/1pnbp3/6N1/3PN3/2PQ4/PP3PPP/2KR1B1R b - - 2 12,h7h6 e4f6 g7f6 d3h7,1012,84,94,548,clearance kingsideAttack mate mateIn2 opening sacrifice short,https://lichess.org/MxBDht5f/black#24,Trompowsky_Attack Trompowsky_Attack_Classical_Defense
YFpy8,1r5k/4qp1p/3p4/1NpPp1rQ/P7/8/1P4PP/R3R1K1 w - - 3 23,h5h4 g5g2 g1g2 e7h4,1013,181,33,6,advantage discoveredAttack middlegame short,https://lichess.org/bYK4ir8y#45,
xipvu,5k1r/ppp2p2/5B2/2b2b1p/6pP/8/PPP1N1P1/1K1R4 b - - 0 24,h8h6 d1d8,1013,84,85,88,endgame mate mateIn1 oneMove,https://lichess.org/OlFuBpi0/black#48,
pvLY5,Q5bk/8/7p/1P2b3/3PB3/7P/4p1P1/2R4K w - - 0 56,c1f1 e2f1q,1013,77,81,161,advancedPawn endgame hangingPiece master mate mateIn1 oneMove promotion,https://lichess.org/q74lDczG#111,
Hjr3p,3q2k1/1p1r1pp1/p1p2b1p/2Prp3/1P1PQ3/P2R1NPP/5P2/3R1K2 w - - 0 34,d4e5 d5d3 d1d3 d7d3,1014,95,82,380,advantage middlegame short,https://lichess.org/lIO7ahl8#67,
